datetime,AAPL,cash,commission,total,returns,equity_curve,drawdown
1995-06-14,11804800000.0,-215534940019.5,19.500000000000004,-203730140019.5,0.0038907948107564927,-2037301.4001950012,3627153.600104004
1995-06-15,9275840000.0,-215534940019.5,19.500000000000004,-206259100019.5,0.012413283570894107,-2062591.0001950013,3652443.2001040042
1995-06-16,8920800000.0,-215534940019.5,19.500000000000004,-206614140019.5,0.0017213301132723569,-2066141.4001950014,3655993.600104004
1995-06-19,46953760000.0,-215534940019.5,19.500000000000004,-168581180019.5,-0.18407723690358513,-1685811.800195001,3275664.000104004
1995-06-20,73852800000.0,-215534940019.5,19.500000000000004,-141682140019.5,-0.1595613460345251,-1416821.400195001,3006673.600104004
1995-06-21,62601280000.0,-215534940019.5,19.500000000000004,-152933660019.5,0.07941382024898425,-1529336.6001950009,3119188.800104004
1995-06-22,47391680000.0,-215534940019.5,19.500000000000004,-168143260019.5,0.09945227229937914,-1681432.6001950009,3271284.800104004
1995-06-23,23196320000.0,-215534940019.5,19.500000000000004,-192338620019.5,0.1438972932795166,-1923386.2001950012,3513238.400104004
1995-06-26,15277920000.0,-215534940019.5,19.500000000000004,-200257020019.5,0.041169059023077104,-2002570.2001950012,3592422.400104004
1995-06-27,21710080000.0,-215534940019.5,19.500000000000004,-193824860019.5,-0.032119523197607136,-1938248.600195001,3528100.8001040043
1995-06-28,26635840000.0,-215534940019.5,19.500000000000004,-188899100019.5,-0.025413458312336434,-1888991.000195001,3478843.200104004
1995-06-29,23255680000.0,-215534940019.5,19.500000000000004,-192279260019.5,0.01789399737558872,-1922792.600195001,3512644.8001040043
1995-06-30,16549120000.0,-215534940019.5,19.500000000000004,-198985820019.5,0.03487926882660064,-1989858.200195001,3579710.400104004
1995-07-03,3939040000.0,-215534940019.5,19.500000000000004,-211595900019.5,0.06337175181007493,-2115959.000195001,3705811.200104004
1995-07-05,17706080000.0,-215534940019.5,19.500000000000004,-197828860019.5,-0.06506288637318247,-1978288.6001950006,3568140.8001040034
1995-07-06,18409440000.0,-215534940019.5,19.500000000000004,-197125500019.5,-0.003555396315434778,-1971255.0001950008,3561107.200104004
1995-07-07,38711680000.0,-215534940019.5,19.500000000000004,-176823260019.5,-0.10299144452641418,-1768232.6001950009,3358084.800104004
1995-07-10,29793120000.0,-215534940019.5,19.500000000000004,-185741820019.5,0.05043770824616889,-1857418.200195001,3447270.400104004
1995-07-11,21469280000.0,-215534940019.5,19.500000000000004,-194065660019.5,0.04481403272093565,-1940656.600195001,3530508.8001040043
1995-07-12,28380800000.0,-215534940019.5,19.500000000000004,-187154140019.5,-0.03561433794781377,-1871541.400195001,3461393.600104004
1995-07-13,35232960000.0,-215534940019.5,19.500000000000004,-180301980019.5,-0.03661238805236189,-1803019.8001950008,3392872.0001040036
1995-07-14,27792800000.0,-215534940019.5,19.500000000000004,-187742140019.5,0.04126499331396882,-1877421.400195001,3467273.600104004
1995-07-17,22616160000.0,-215534940019.5,19.500000000000004,-192918780019.5,0.027573138345298176,-1929187.800195001,3519040.000104004
1995-07-18,25463200000.0,-215534940019.5,19.500000000000004,-190071740019.5,-0.014757713063042521,-1900717.400195001,3490569.600104004
1995-07-19,52103520000.0,-215534940019.5,19.500000000000004,-163431420019.5,-0.14015928931500754,-1634314.2001950007,3224166.400104004
1995-07-20,33127360000.0,-215534940019.5,19.500000000000004,-182407580019.5,0.11611084329889465,-1824075.8001950008,3413928.0001040036
1995-07-21,75788160000.0,-215534940019.5,19.500000000000004,-139746780019.5,-0.23387624568803234,-1397467.8001950006,2987320.0001040036
1995-07-24,21462560000.0,-215534940019.5,19.500000000000004,-194072380019.5,0.38874312518985765,-1940723.8001950006,3530576.0001040036
1995-07-25,26352480000.0,-215534940019.5,19.500000000000004,-189182460019.5,-0.025196372608552897,-1891824.6001950006,3481676.8001040034
1995-07-26,17144960000.0,-215534940019.5,19.500000000000004,-198389980019.5,0.04867005111917311,-1983899.8001950006,3573752.0001040036
1995-07-27,32518080000.0,-215534940019.5,19.500000000000004,-183016860019.5,-0.07748939739037708,-1830168.6001950004,3420020.8001040034
1995-07-28,26093760000.0,-215534940019.5,19.500000000000004,-189441180019.5,0.035102339747909106,-1894411.8001950006,3484264.0001040036
1995-07-31,15852480000.0,-215534940019.5,19.500000000000004,-199682460019.5,0.05406047406876269,-1996824.6001950004,3586676.8001040034
1995-08-01,21091840000.0,-215534940019.5,19.500000000000004,-194443100019.5,-0.026238458798476083,-1944431.0001950003,3534283.2001040033
1995-08-02,27512800000.0,-215534940019.5,19.500000000000004,-188022140019.5,-0.03302230832236297,-1880221.4001950005,3470073.600104003
1995-08-03,21393120000.0,-215534940019.5,19.500000000000004,-194141820019.5,0.03254765635241319,-1941418.2001950005,3531270.4001040035
1995-08-04,19231520000.0,-215534940019.5,19.500000000000004,-196303420019.5,0.011134128647722008,-1963034.2001950005,3552886.4001040035
1995-08-07,19376000000.0,-215534940019.5,19.500000000000004,-196158940019.5,-0.0007360034786232372,-1961589.4001950007,3551441.6001040037
1995-08-08,23459520000.0,-215534940019.5,19.500000000000004,-192075420019.5,-0.020817404496547898,-1920754.2001950005,3510606.4001040035
1995-08-09,36901760000.0,-215534940019.5,19.500000000000004,-178633180019.5,-0.06998417600042373,-1786331.8001950006,3376184.0001040036
1995-08-10,16402400000.0,-215534940019.5,19.500000000000004,-199132540019.5,0.1147567321914229,-1991325.4001950007,3581177.6001040037
1995-08-11,20693120000.0,-215534940019.5,19.500000000000004,-194841820019.5,-0.021547056044079138,-1948418.2001950007,3538270.400104004
1995-08-14,16740640000.0,-215534940019.5,19.500000000000004,-198794300019.5,0.020285583452281708,-1987943.000195001,3577795.200104004
1995-08-15,31786720000.0,-215534940019.5,19.500000000000004,-183748220019.5,-0.07568667712567267,-1837482.200195001,3427334.400104004
1995-08-16,29263360000.0,-215534940019.5,19.500000000000004,-186271580019.5,0.01373270445684982,-1862715.800195001,3452568.000104004
1995-08-17,24689280000.0,-215534940019.5,19.500000000000004,-190845660019.5,0.024555973592542468,-1908456.600195001,3498308.8001040043
1995-08-18,24115840000.0,-215534940019.5,19.500000000000004,-191419100019.5,0.0030047316765884347,-1914191.0001950013,3504043.2001040042
1995-08-21,27177920000.0,-215534940019.5,19.500000000000004,-188357020019.5,-0.015996731776965145,-1883570.2001950012,3473422.400104004
1995-08-22,21704480000.0,-215534940019.5,19.500000000000004,-193830460019.5,0.029058858541260335,-1938304.600195001,3528156.8001040043
1995-08-23,25380320000.0,-215534940019.5,19.500000000000004,-190154620019.5,-0.018964202012574316,-1901546.200195001,3491398.400104004
1995-08-24,28792960000.0,-215534940019.5,19.500000000000004,-186741980019.5,-0.01794665835439624,-1867419.8001950008,3457272.0001040036
1995-08-25,13434400000.0,-215534940019.5,19.500000000000004,-202100540019.5,0.0822448171450052,-2021005.400195001,3610857.600104004
1995-08-28,24304000000.0,-215534940019.5,19.500000000000004,-191230940019.5,-0.053783131895398295,-1912309.400195001,3502161.600104004
1995-08-29,31706080000.0,-215534940019.5,19.500000000000004,-183828860019.5,-0.03870754386944497,-1838288.6001950009,3428140.800104004
1995-08-30,15347360000.0,-215534940019.5,19.500000000000004,-200187580019.5,0.08898885625611075,-2001875.8001950008,3591728.0001040036
1995-08-31,8786400000.0,-215534940019.5,19.500000000000004,-206748540019.5,0.03277406120480064,-2067485.4001950012,3657337.600104004
1995-09-01,9838080000.0,-215534940019.5,19.500000000000004,-205696860019.5,-0.005086759016053044,-2056968.600195001,3646820.8001040043
1995-09-05,17997280000.0,-215534940019.5,19.500000000000004,-197537660019.5,-0.03966613782644279,-1975376.600195001,3565228.8001040043
1995-09-06,20076000000.0,-215534940019.5,19.500000000000004,-195458940019.5,-0.010523157962865404,-1954589.4001950012,3544441.600104004
1995-09-07,26232640000.0,-215534940019.5,19.500000000000004,-189302300019.5,-0.03149838016816109,-1893023.000195001,3482875.200104004
1995-09-08,17477600000.0,-215534940019.5,19.500000000000004,-198057340019.5,0.04624898904608199,-1980573.400195001,3570425.600104004
1995-09-11,17249120000.0,-215534940019.5,19.500000000000004,-198285820019.5,0.0011536053143876845,-1982858.2001950007,3572710.400104004
1995-09-12,32625600000.0,-215534940019.5,19.500000000000004,-182909340019.5,-0.07754704798602252,-1829093.4001950007,3418945.6001040037
1995-09-13,32275040000.0,-215534940019.5,19.500000000000004,-183259900019.5,0.0019165779066427913,-1832599.0001950006,3422451.200104004
1995-09-14,55055840000.0,-215534940019.5,19.500000000000004,-160479100019.5,-0.1243087003625778,-1604791.0001950006,3194643.200104004
1995-09-15,121196320000.0,-215534940019.5,19.500000000000004,-94338620019.5,-0.4121438865993341,-943386.2001950003,2533238.400104003
1995-09-18,62148800000.0,-215534940019.5,19.500000000000004,-153386140019.5,0.6259103640459733,-1533861.4001950005,3123713.600104003
1995-09-19,49002240000.0,-215534940019.5,19.500000000000004,-166532700019.5,0.08570891736586295,-1665327.0001950006,3255179.200104004
1995-09-20,32180960000.0,-215534940019.5,19.500000000000004,-183353980019.5,0.10100887091862631,-1833539.8001950006,3423392.0001040036
1995-09-21,34733440000.0,-215534940019.5,19.500000000000004,-180801500019.5,-0.013921050416950576,-1808015.0001950006,3397867.200104004
1995-09-22,39864160000.0,-215534940019.5,19.500000000000004,-175670780019.5,-0.02837764066916837,-1756707.8001950004,3346560.0001040036
1995-09-25,31521280000.0,-215534940019.5,19.500000000000004,-184013660019.5,0.047491563475006604,-1840136.6001950004,3429988.8001040034
1995-09-26,25090240000.0,-215534940019.5,19.500000000000004,-190444700019.5,0.03494870978229825,-1904447.0001950006,3494299.200104004
1995-09-27,45123680000.0,-215534940019.5,19.500000000000004,-170411260019.5,-0.10519295101385728,-1704112.6001950004,3293964.8001040034
1995-09-28,33118400000.0,-215534940019.5,19.500000000000004,-182416540019.5,0.07044886587087174,-1824165.4001950005,3414017.600104003
1995-09-29,28341600000.0,-215534940019.5,19.500000000000004,-187193340019.5,0.026186221926418396,-1871933.4001950005,3461785.600104003
1995-10-02,39200000000.0,-215534940019.5,19.500000000000004,-176334940019.5,-0.058006337185227186,-1763349.4001950005,3353201.600104003
1995-10-03,28982240000.0,-215534940019.5,19.500000000000004,-186552700019.5,0.05794518090895684,-1865527.0001950003,3455379.2001040033
1995-10-04,26677280000.0,-215534940019.5,19.500000000000004,-188857660019.5,0.012355543499285027,-1888576.6001950004,3478428.8001040034
1995-10-05,24407040000.0,-215534940019.5,19.500000000000004,-191127900019.5,0.012020905054979547,-1911279.0001950006,3501131.200104004
1995-10-06,30904160000.0,-215534940019.5,19.500000000000004,-184630780019.5,-0.0339935718403076,-1846307.8001950006,3436160.0001040036
1995-10-09,37256800000.0,-215534940019.5,19.500000000000004,-178278140019.5,-0.03440726405060446,-1782781.4001950005,3372633.600104003
1995-10-10,40026560000.0,-215534940019.5,19.500000000000004,-175508380019.5,-0.015536172857182895,-1755083.8001950004,3344936.0001040036
1995-10-11,33287520000.0,-215534940019.5,19.500000000000004,-182247420019.5,0.0383972548732503,-1822474.2001950005,3412326.4001040035
1995-10-12,16205280000.0,-215534940019.5,19.500000000000004,-199329660019.5,0.0937310388161996,-1993296.6001950004,3583148.8001040034
1995-10-13,23518880000.0,-215534940019.5,19.500000000000004,-192016060019.5,-0.036690977144517856,-1920160.6001950004,3510012.8001040034
1995-10-16,18206720000.0,-215534940019.5,19.500000000000004,-197328220019.5,0.02766518591965972,-1973282.2001950005,3563134.4001040035
1995-10-17,17861760000.0,-215534940019.5,19.500000000000004,-197673180019.5,0.0017481534063699122,-1976731.8001950006,3566584.0001040036
1995-10-18,51240000000.0,-215534940019.5,19.500000000000004,-164294940019.5,-0.16885568389554573,-1642949.4001950005,3232801.600104003
1995-10-19,94489920000.0,-215534940019.5,19.500000000000004,-121045020019.5,-0.26324559962021177,-1210450.2001950003,2800302.400104003
1995-10-20,38633280000.0,-215534940019.5,19.500000000000004,-176901660019.5,0.46145343270629113,-1769016.6001950004,3358868.8001040034
1995-10-23,19780320000.0,-215534940019.5,19.500000000000004,-195754620019.5,0.10657310959050248,-1957546.2001950003,3547398.400104003
1995-10-24,21349440000.0,-215534940019.5,19.500000000000004,-194185500019.5,-0.008015749512546355,-1941855.0001950003,3531707.2001040033
1995-10-25,13330240000.0,-215534940019.5,19.500000000000004,-202204700019.5,0.041296595261719915,-2022047.0001950003,3611899.2001040033
1995-10-26,12586560000.0,-215534940019.5,19.500000000000004,-202948380019.5,0.003677857141442642,-2029483.8001950001,3619336.000104003
1995-10-27,15421280000.0,-215534940019.5,19.500000000000004,-200113660019.5,-0.013967689713648479,-2001136.6001950002,3590988.8001040034
1995-10-30,17563840000.0,-215534940019.5,19.500000000000004,-197971100019.5,-0.01070671537260981,-1979711.0001950003,3569563.2001040033
1995-10-31,28921760000.0,-215534940019.5,19.500000000000004,-186613180019.5,-0.05737160625405047,-1866131.8001950004,3455984.0001040036
1995-11-01,19323360000.0,-215534940019.5,19.500000000000004,-196211580019.5,0.05143473788398567,-1962115.8001950006,3551968.0001040036
1995-11-02,15275680000.0,-215534940019.5,19.500000000000004,-200259260019.5,0.020629159602087332,-2002592.6001950006,3592444.8001040034
1995-11-03,17943520000.0,-215534940019.5,19.500000000000004,-197591420019.5,-0.013321930779831237,-1975914.2001950005,3565766.4001040035
1995-11-06,31177440000.0,-215534940019.5,19.500000000000004,-184357500019.5,-0.06697618752218071,-1843575.0001950006,3433427.200104004
1995-11-07,73638880000.0,-215534940019.5,19.500000000000004,-141896060019.5,-0.23032119656378902,-1418960.6001950004,3008812.8001040034
1995-11-08,35882560000.0,-215534940019.5,19.500000000000004,-179652380019.5,0.26608434367248357,-1796523.8001950004,3386376.0001040036
1995-11-09,26010880000.0,-215534940019.5,19.500000000000004,-189524060019.5,0.05494878497534228,-1895240.6001950002,3485092.8001040034
1995-11-10,22311520000.0,-215534940019.5,19.500000000000004,-193223420019.5,0.019519210382150876,-1932234.2001950003,3522086.400104003
1995-11-13,31737440000.0,-215534940019.5,19.500000000000004,-183797500019.5,-0.04878249230372145,-1837975.0001950003,3427827.2001040033
1995-11-14,40727680000.0,-215534940019.5,19.500000000000004,-174807260019.5,-0.04891383179339315,-1748072.6001950004,3337924.8001040034
1995-11-15,24813600000.0,-215534940019.5,19.500000000000004,-190721340019.5,0.0910378664949314,-1907213.4001950005,3497065.600104003
1995-11-16,22622880000.0,-215534940019.5,19.500000000000004,-192912060019.5,0.01148649647583233,-1929120.6001950004,3518972.8001040034
1995-11-17,12853120000.0,-215534940019.5,19.500000000000004,-202681820019.5,0.05064359376501626,-2026818.2001950003,3616670.400104003
1995-11-20,14845600000.0,-215534940019.5,19.500000000000004,-200689340019.5,-0.009830580758591445,-2006893.4001950005,3596745.600104003
1995-11-21,19160960000.0,-215534940019.5,19.500000000000004,-196373980019.5,-0.021502686687696948,-1963739.8001950006,3553592.0001040036
1995-11-22,9880640000.0,-215534940019.5,19.500000000000004,-205654300019.5,0.04725839950424415,-2056543.0001950006,3646395.200104004
1995-11-24,10995040000.0,-215534940019.5,19.500000000000004,-204539900019.5,-0.005418802329415606,-2045399.0001950006,3635251.200104004
1995-11-27,11587520000.0,-215534940019.5,19.500000000000004,-203947420019.5,-0.0028966475486861265,-2039474.2001950007,3629326.400104004
1995-11-28,17628800000.0,-215534940019.5,19.500000000000004,-197906140019.5,-0.02962175250573107,-1979061.4001950007,3568913.6001040037
1995-11-29,10526880000.0,-215534940019.5,19.500000000000004,-205008060019.5,0.035885293903969995,-2050080.6001950006,3639932.8001040034
1995-11-30,17485440000.0,-215534940019.5,19.500000000000004,-198049500019.5,-0.033942860584789236,-1980495.0001950008,3570347.200104004
1995-12-01,20420960000.0,-215534940019.5,19.500000000000004,-195113980019.5,-0.01482215304613732,-1951139.8001950008,3540992.0001040036
1995-12-04,48068160000.0,-215534940019.5,19.500000000000004,-167466780019.5,-0.14169768869066635,-1674667.8001950006,3264520.0001040036
1995-12-05,36359680000.0,-215534940019.5,19.500000000000004,-179175260019.5,0.06991523930081334,-1791752.6001950006,3381604.8001040034
1995-12-06,20110720000.0,-215534940019.5,19.500000000000004,-195424220019.5,0.09068752013102466,-1954242.2001950005,3544094.4001040035
1995-12-07,14192640000.0,-215534940019.5,19.500000000000004,-201342300019.5,0.03028324738565913,-2013423.0001950006,3603275.200104004
1995-12-08,14135520000.0,-215534940019.5,19.500000000000004,-201399420019.5,0.00028369597443989036,-2013994.2001950005,3603846.4001040035
1995-12-11,11165280000.0,-215534940019.5,19.500000000000004,-204369660019.5,0.014748006720736395,-2043696.6001950004,3633548.8001040034
1995-12-12,17755360000.0,-215534940019.5,19.500000000000004,-197779580019.5,-0.032245882286887406,-1977795.8001950004,3567648.0001040036
1995-12-13,68490240000.0,-215534940019.5,19.500000000000004,-147044700019.5,-0.2565223366082475,-1470447.0001950003,3060299.2001040033
1995-12-14,33350240000.0,-215534940019.5,19.500000000000004,-182184700019.5,0.2389749511226178,-1821847.0001950006,3411699.200104004
1995-12-15,72688000000.0,-215534940019.5,19.500000000000004,-142846940019.5,-0.21592241278103763,-1428469.4001950005,3018321.600104003
1995-12-18,66653440000.0,-215534940019.5,19.500000000000004,-148881500019.5,0.04224493712764321,-1488815.0001950006,3078667.200104004
1995-12-19,43086400000.0,-215534940019.5,19.500000000000004,-172448540019.5,0.1582939451638603,-1724485.4001950007,3314337.6001040037
1995-12-20,36573600000.0,-215534940019.5,19.500000000000004,-178961340019.5,0.037766628811491065,-1789613.400195001,3379465.600104004
1995-12-21,33287520000.0,-215534940019.5,19.500000000000004,-182247420019.5,0.018361954596685104,-1822474.2001950007,3412326.400104004
1995-12-22,23466240000.0,-215534940019.5,19.500000000000004,-192068700019.5,0.05388981637681978,-1920687.0001950008,3510539.200104004
1995-12-26,13950720000.0,-215534940019.5,19.500000000000004,-201584220019.5,0.04954227315035675,-2015842.2001950007,3605694.400104004
1995-12-27,26856480000.0,-215534940019.5,19.500000000000004,-188678460019.5,-0.06402167788109392,-1886784.6001950006,3476636.8001040034
1995-12-28,24999520000.0,-215534940019.5,19.500000000000004,-190535420019.5,0.009841928961091151,-1905354.2001950005,3495206.4001040035
1995-12-29,30413600000.0,-215534940019.5,19.500000000000004,-185121340019.5,-0.02841508418458838,-1851213.4001950005,3441065.600104003
1996-01-02,13929440000.0,-215534940019.5,19.500000000000004,-201605500019.5,0.08904516355739234,-2016055.0001950008,3605907.200104004
1996-01-03,42983360000.0,-215534940019.5,19.500000000000004,-172551580019.5,-0.14411273500569077,-1725515.8001950008,3315368.0001040036
1996-01-04,30018240000.0,-215534940019.5,19.500000000000004,-185516700019.5,0.07513764868762607,-1855167.0001950008,3445019.200104004
1996-01-05,44592800000.0,-215534940019.5,19.500000000000004,-170942140019.5,-0.0785619838993904,-1709421.4001950007,3299273.6001040037
1996-01-08,12134080000.0,-215534940019.5,19.500000000000004,-203400860019.5,0.18988132473535968,-2034008.6001950009,3623860.800104004
1996-01-09,25121600000.0,-215534940019.5,19.500000000000004,-190413340019.5,-0.06385184408146005,-1904133.400195001,3493985.600104004
1996-01-10,36543360000.0,-215534940019.5,19.500000000000004,-178991580019.5,-0.05998403262518426,-1789915.800195001,3379768.000104004
1996-01-11,75673920000.0,-215534940019.5,19.500000000000004,-139861020019.5,-0.21861676396027663,-1398610.2001950007,2988462.400104004
1996-01-12,40185600000.0,-215534940019.5,19.500000000000004,-175349340019.5,0.25373989117948703,-1753493.4001950007,3343345.6001040037
1996-01-15,36308160000.0,-215534940019.5,19.500000000000004,-179226780019.5,0.02211265807769114,-1792267.8001950008,3382120.0001040036
1996-01-16,35291200000.0,-215534940019.5,19.500000000000004,-180243740019.5,0.005674152042955516,-1802437.4001950007,3392289.6001040037
1996-01-17,23640960000.0,-215534940019.5,19.500000000000004,-191893980019.5,0.06463603118055361,-1918939.8001950008,3508792.0001040036
1996-01-18,69838720000.0,-215534940019.5,19.500000000000004,-145696220019.5,-0.24074627039006358,-1456962.2001950005,3046814.4001040035
1996-01-19,82922560000.0,-215534940019.5,19.500000000000004,-132612380019.5,-0.08980219252255728,-1326123.8001950004,2915976.0001040036
1996-01-22,49974400000.0,-215534940019.5,19.500000000000004,-165560540019.5,0.2484546314239675,-1655605.4001950002,3245457.600104003
1996-01-23,98828800000.0,-215534940019.5,19.500000000000004,-116706140019.5,-0.2950848070092418,-1167061.400195,2756913.600104003
1996-01-24,65589440000.0,-215534940019.5,19.500000000000004,-149945500019.5,0.28481243569915127,-1499455.0001949999,3089307.200104003
1996-01-25,44520000000.0,-215534940019.5,19.500000000000004,-171014940019.5,0.14051398673024518,-1710149.4001949998,3300001.6001040027
1996-01-26,73575040000.0,-215534940019.5,19.500000000000004,-141959900019.5,-0.1698976709092609,-1419599.0001949999,3009451.200104003
1996-01-29,33259520000.0,-215534940019.5,19.500000000000004,-182275420019.5,0.28399231046557616,-1822754.2001949998,3412606.400104003
1996-01-30,62284320000.0,-215534940019.5,19.500000000000004,-153250620019.5,-0.15923595181892813,-1532506.200195,3122358.400104003
1996-01-31,32805920000.0,-215534940019.5,19.500000000000004,-182729020019.5,0.19235419730275205,-1827290.2001949998,3417142.400104003
1996-02-01,33304320000.0,-215534940019.5,19.500000000000004,-182230620019.5,-0.0027275361075477234,-1822306.2001949998,3412158.400104003
1996-02-02,55597920000.0,-215534940019.5,19.500000000000004,-159937020019.5,-0.1223372888574622,-1599370.2001949998,3189222.400104003
1996-02-05,31872960000.0,-215534940019.5,19.500000000000004,-183661980019.5,0.14833939007433905,-1836619.8001949997,3426472.0001040027
1996-02-06,22621760000.0,-215534940019.5,19.500000000000004,-192913180019.5,0.05037079530024546,-1929131.8001949997,3518984.0001040027
1996-02-07,36032640000.0,-215534940019.5,19.500000000000004,-179502300019.5,-0.06951769702124244,-1795023.0001949996,3384875.200104003
1996-02-08,26316640000.0,-215534940019.5,19.500000000000004,-189218300019.5,0.0541274401439118,-1892183.0001949994,3482035.2001040024
1996-02-09,20568800000.0,-215534940019.5,19.500000000000004,-194966140019.5,0.03037676588050764,-1949661.4001949995,3539513.6001040023
1996-02-12,19427520000.0,-215534940019.5,19.500000000000004,-196107420019.5,0.005853734396576993,-1961074.2001949996,3550926.4001040026
1996-02-13,22850240000.0,-215534940019.5,19.500000000000004,-192684700019.5,-0.01745329166871734,-1926847.0001949996,3516699.200104003
1996-02-14,16318400000.0,-215534940019.5,19.500000000000004,-199216540019.5,0.03389911082373942,-1992165.4001949998,3582017.6001040027
1996-02-15,12208000000.0,-215534940019.5,19.500000000000004,-203326940019.5,0.02063282496321661,-2033269.4001949995,3623121.6001040023
1996-02-16,15644160000.0,-215534940019.5,19.500000000000004,-199890780019.5,-0.016899678909594873,-1998907.8001949994,3588760.0001040027
1996-02-20,37691360000.0,-215534940019.5,19.500000000000004,-177843580019.5,-0.11029623276195744,-1778435.8001949994,3368288.0001040027
1996-02-21,22183840000.0,-215534940019.5,19.500000000000004,-193351100019.5,0.08719752491655663,-1933511.0001949992,3523363.200104002
1996-02-22,18418400000.0,-215534940019.5,19.500000000000004,-197116540019.5,0.019474624140334518,-1971165.400194999,3561017.6001040023
1996-02-23,17328640000.0,-215534940019.5,19.500000000000004,-198206300019.5,0.0055285061309020556,-1982063.0001949992,3571915.200104002
1996-02-26,11828320000.0,-215534940019.5,19.500000000000004,-203706620019.5,0.027750480178777792,-2037066.2001949993,3626918.400104002
1996-02-27,14916160000.0,-215534940019.5,19.500000000000004,-200618780019.5,-0.015158270259967077,-2006187.8001949994,3596040.0001040027
1996-02-28,18791360000.0,-215534940019.5,19.500000000000004,-196743580019.5,-0.019316237490943466,-1967435.8001949994,3557288.0001040027
1996-02-29,11288480000.0,-215534940019.5,19.500000000000004,-204246460019.5,0.03813532314119916,-2042464.6001949995,3632316.8001040025
1996-03-01,23113440000.0,-215534940019.5,19.500000000000004,-192421500019.5,-0.05789554442642986,-1924215.0001949996,3514067.200104003
1996-03-04,18755520000.0,-215534940019.5,19.500000000000004,-196779420019.5,0.022647781040883608,-1967794.2001949998,3557646.400104003
1996-03-05,11844000000.0,-215534940019.5,19.500000000000004,-203690940019.5,0.03512318513447754,-2036909.400195,3626761.600104003
1996-03-06,9905280000.0,-215534940019.5,19.500000000000004,-205629660019.5,0.009517949103747148,-2056296.6001950002,3646148.8001040034
1996-03-07,26006400000.0,-215534940019.5,19.500000000000004,-189528540019.5,-0.07830154462383065,-1895285.4001950002,3485137.600104003
1996-03-08,14900480000.0,-215534940019.5,19.500000000000004,-200634460019.5,0.05859761278621867,-2006344.6001950004,3596196.8001040034
1996-03-11,12700800000.0,-215534940019.5,19.500000000000004,-202834140019.5,0.010963620106866134,-2028341.4001950007,3618193.6001040037
1996-03-12,9615200000.0,-215534940019.5,19.500000000000004,-205919740019.5,0.015212429227660307,-2059197.4001950005,3649049.600104003
1996-03-13,9968000000.0,-215534940019.5,19.500000000000004,-205566940019.5,-0.0017132888763680132,-2055669.4001950005,3645521.600104003
1996-03-14,9336320000.0,-215534940019.5,19.500000000000004,-206198620019.5,0.003072867650508737,-2061986.2001950003,3651838.400104003
1996-03-15,10138240000.0,-215534940019.5,19.500000000000004,-205396700019.5,-0.0038890657945439555,-2053967.0001950003,3643819.2001040033
1996-03-18,10913280000.0,-215534940019.5,19.500000000000004,-204621660019.5,-0.0037733809741170576,-2046216.6001950002,3636068.8001040034
1996-03-19,12436480000.0,-215534940019.5,19.500000000000004,-203098460019.5,-0.007443982224828227,-2030984.6001950002,3620836.8001040034
1996-03-20,11598720000.0,-215534940019.5,19.500000000000004,-203936220019.5,0.004124895875230017,-2039362.2001950003,3629214.400104003
1996-03-21,10998400000.0,-215534940019.5,19.500000000000004,-204536540019.5,0.0029436654260954764,-2045365.4001950002,3635217.600104003
1996-03-22,10756480000.0,-215534940019.5,19.500000000000004,-204778460019.5,0.0011827715476997458,-2047784.6001950004,3637636.8001040034
1996-03-25,16437120000.0,-215534940019.5,19.500000000000004,-199097820019.5,-0.027740417617453828,-1990978.2001950003,3580830.400104003
1996-03-26,16079840000.0,-215534940019.5,19.500000000000004,-199455100019.5,0.0017944947863568483,-1994551.0001950003,3584403.2001040033
1996-03-27,42929600000.0,-215534940019.5,19.500000000000004,-172605340019.5,-0.13461556008031383,-1726053.4001950002,3315905.600104003
1996-03-28,29589280000.0,-215534940019.5,19.500000000000004,-185945660019.5,0.0772879911971025,-1859456.6001950002,3449308.8001040034
1996-03-29,16652160000.0,-215534940019.5,19.500000000000004,-198882780019.5,0.0695747348910607,-1988827.8001950004,3578680.0001040036
1996-04-01,15863680000.0,-215534940019.5,19.500000000000004,-199671260019.5,0.0039645463519903945,-1996712.6001950006,3586564.8001040034
1996-04-02,10143840000.0,-215534940019.5,19.500000000000004,-205391100019.5,0.02864628589733642,-2053911.0001950006,3643763.200104004
1996-04-03,7224000000.0,-215534940019.5,19.500000000000004,-208310940019.5,0.014216000594586609,-2083109.4001950007,3672961.6001040037
1996-04-04,8604960000.0,-215534940019.5,19.500000000000004,-206929980019.5,-0.00662932057178911,-2069299.8001950006,3659152.0001040036
1996-04-08,0.0,-206929980020.8,20.800000000000004,-206929980020.8,6.282308007143911e-12,-2069299.8002080005,3659152.0001170035
1996-04-09,0.0,-206929980020.8,20.800000000000004,-206929980020.8,0.0,-2069299.8002080005,3659152.0001170035
1996-04-10,0.0,-206929980020.8,20.800000000000004,-206929980020.8,0.0,-2069299.8002080005,3659152.0001170035
1996-04-11,0.0,-206929980020.8,20.800000000000004,-206929980020.8,0.0,-2069299.8002080005,3659152.0001170035
1996-04-12,0.0,-206929980020.8,20.800000000000004,-206929980020.8,0.0,-2069299.8002080005,3659152.0001170035
1996-04-15,0.0,-206929980020.8,20.800000000000004,-206929980020.8,0.0,-2069299.8002080005,3659152.0001170035
